learner_id,name,membership_plan,total_courses_completed,learner_segment,join_date
L00921,Citra Dewi,Free,3,Intermediate,2023-11-11
L00922,Alya Putri,Pro,9,Intermediate,2024-12-24
L00923,Eka Wijaya,Pro,21,Advanced,2025-09-22
L00924,Eka Wijaya,Free,3,Beginner,2025-06-15
L00925,Alya Putri,Free,2,Beginner,2026-06-09
L00926,Dimas Pratama,Pro,6,Advanced,2024-10-20
L00927,Alya Putri,Pro,19,Advanced,2024-05-14
L00928,Dimas Pratama,Free,5,Intermediate,2024-10-25
L00929,Bima Santoso,Free,22,Intermediate,2024-01-16
L00930,Eka Wijaya,Pro,19,Intermediate,2024-04-19
L00931,Alya Putri,Pro,19,Beginner,2026-03-14
L00932,Eka Wijaya,Pro,7,Beginner,2024-08-21
L00933,Bima Santoso,Pro,17,Intermediate,2024-01-16
L00934,Alya Putri,Plus,5,Intermediate,2024-03-02
L00935,Eka Wijaya,Pro,6,Intermediate,2025-09-30
L00936,Dimas Pratama,Pro,20,Advanced,2024-03-26
L00937,Alya Putri,Pro,7,Beginner,2025-10-11
L00938,Citra Dewi,Pro,9,Advanced,2023-09-12
L00939,Alya Putri,Pro,0,Intermediate,2024-04-28
L00940,Bima Santoso,Pro,7,Beginner,2025-09-11
L00941,Alya Putri,Pro,13,Intermediate,2025-06-22
L00942,Alya Putri,Plus,3,Beginner,2025-01-12
L00943,Citra Dewi,Plus,24,Intermediate,2024-12-27
L00944,Eka Wijaya,Free,11,Intermediate,2026-01-09
L00945,Dimas Pratama,Plus,13,Beginner,2024-01-02
L00946,Citra Dewi,Plus,10,Intermediate,2024-03-24
L00947,Bima Santoso,Plus,19,Beginner,2024-03-11
L00948,Alya Putri,Plus,17,Beginner,2025-04-14
L00949,Dimas Pratama,Free,0,Intermediate,2024-11-27
L00950,Bima Santoso,Plus,8,Beginner,2024-06-12
L00951,Citra Dewi,Free,15,Beginner,2025-09-26
L00952,Bima Santoso,Free,6,Beginner,2026-07-14
L00953,Dimas Pratama,Free,4,Beginner,2025-06-03
L00954,Bima Santoso,Free,3,Intermediate,2023-10-21
L00955,Eka Wijaya,Pro,21,Intermediate,2025-08-24
L00956,Citra Dewi,Free,17,Intermediate,2024-08-26
L00957,Alya Putri,Pro,25,Beginner,2025-07-20
L00958,Bima Santoso,Free,7,Advanced,2026-08-12
L00959,Alya Putri,Free,20,Intermediate,2025-04-18
L00960,Dimas Pratama,Free,25,Advanced,2023-12-14
L00961,Eka Wijaya,Plus,24,Beginner,2026-05-20
L00962,Alya Putri,Free,20,Advanced,2023-12-18
L00963,Bima Santoso,Plus,2,Intermediate,2025-02-24
L00964,Eka Wijaya,Plus,9,Beginner,2026-06-18
L00965,Dimas Pratama,Plus,22,Beginner,2024-03-29
L00966,Alya Putri,Free,18,Advanced,2024-12-06
L00967,Eka Wijaya,Plus,21,Advanced,2023-11-02
L00968,Dimas Pratama,Plus,1,Beginner,2025-11-25
L00969,Dimas Pratama,Plus,12,Advanced,2026-05-07
L00970,Eka Wijaya,Plus,14,Advanced,2025-11-26
L00971,Dimas Pratama,Pro,19,Beginner,2026-07-14
L00972,Alya Putri,Free,9,Advanced,2023-12-31
L00973,Dimas Pratama,Pro,12,Beginner,2024-03-21
L00974,Bima Santoso,Plus,11,Intermediate,2024-02-14
L00975,Citra Dewi,Pro,21,Beginner,2023-10-07
L00976,Alya Putri,Free,16,Beginner,2026-02-26
L00977,Citra Dewi,Free,24,Beginner,2026-03-27
L00978,Alya Putri,Plus,0,Intermediate,2024-06-07
L00979,Bima Santoso,Pro,24,Beginner,2024-02-12
L00980,Eka Wijaya,Plus,12,Intermediate,2026-01-31
L00981,Eka Wijaya,Plus,6,Beginner,2025-01-14
L00982,Alya Putri,Plus,7,Advanced,2025-12-08
L00983,Eka Wijaya,Plus,18,Intermediate,2024-08-18
L00984,Eka Wijaya,Free,7,Beginner,2026-01-07
L00985,Eka Wijaya,Plus,1,Advanced,2025-12-02
L00986,Eka Wijaya,Pro,13,Advanced,2024-08-18
L00987,Eka Wijaya,Plus,19,Advanced,2025-07-24
L00988,Dimas Pratama,Free,24,Intermediate,2025-03-21
L00989,Alya Putri,Pro,18,Advanced,2025-11-03
L00990,Bima Santoso,Free,0,Intermediate,2023-10-05
L00991,Citra Dewi,Pro,16,Beginner,2026-06-29
L00992,Bima Santoso,Free,20,Advanced,2026-03-05
L00993,Bima Santoso,Plus,20,Advanced,2024-01-16
L00994,Eka Wijaya,Free,1,Advanced,2025-08-15
L00995,Eka Wijaya,Pro,24,Advanced,2026-05-07
L00996,Dimas Pratama,Free,0,Advanced,2025-01-10
L00997,Citra Dewi,Pro,4,Intermediate,2024-12-19
L00998,Dimas Pratama,Pro,15,Intermediate,2023-11-06
L00999,Citra Dewi,Pro,7,Beginner,2026-05-23
L01000,Citra Dewi,Free,23,Intermediate,2024-05-21
